76;	Savannah Mcelwain  ;	927666237	;	College Street	;	theatre	;	;
77;	Levi Mccurdy  ;	962109290	;	Bloomfield Row	;	music	;	;
78;	Mariette Mcguinness  ;	931448476	;	Hart Avenue	;	theatre	;	;
79;	Tessa Aranda  ;	959360321	;	Hind Row	;	theatre	;	;
80;	Joycelyn Sharkey  ;	956267577	;	Merchant Row	;	dance	;	;
81;	Meredith Couturier;	952722454	;	Cliff Way	;	music	;	;
82;	Joeann Korando  ;	941567687	;	Grotto Lane	;	theatre	;	;
83;	Emelda Willbanks;	930468964	;	Kingwood Lane	;	dance	;	;
84;	Stephnie Kibler  ;	967983600	;	Jade Way	;	theatre	;	;
85;	Selina Holmon  ;	939426003	;	Glenwood Avenue	;	music	;	;
86;	Jolyn Flint  ;	924173605	;	Cemetery Road	;	music	;	;
87;	Elida Gambino  ;	930525413	;	Ocean Lane	;	theatre	;	;
88;	Gertie Dorsch  ;	944687664	;	Archer Passage	;	music	;	;
89;	Mara Hegwood  ;	968001206	;	Bush Way	;	music	;	;
90;	Nicki Hannold  		;	925492797	;	Garden Boulevard	;	theatre	;	;
91;	Maple Cuff  		;	967908269	;	Beaver Boulevard	;	music	;	;
92;	Winnie Koopman  		;	962371089	;	Centre Lane	;	dance	;	;
93;	Rossana Kissee  		;	923201522	;	Chapel Way	;	dance	;	;
94;	Leatrice Boulton  		;	945096581	;	Blossom Street	;	theatre	;	;
95;	Cristie Dubrey  		;	920098733	;	Highland Way	;	music	;	;
96;	Valda Barrier  		;	962874011	;	Temple Avenue	;	music	;	;
97;	Kate Ackley  		;	932234420	;	Route 17	;	dance	;	;
98;	Athena Villalta  		;	951793418	;	Hudson Street	;	dance	;	;
99;	Devin Drake  		;	935956005	;	Ironwood Row	;	music	;	;
100; Florencia Buice  		;	957623536	;	Bury Passage	;	music	;	;
